2022-04-20 10:48:21.414 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '1354', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:21.414 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":null}
2022-04-20 10:48:21.414 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.619758
2022-04-20 10:48:21.415 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：0
2022-04-20 10:48:21.415 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:21.415 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:22.017 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '1354', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:22.018 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001007,"msg":"手机号只能注册一次","data":null}
2022-04-20 10:48:22.018 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.233038
2022-04-20 10:48:22.018 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：10001007
2022-04-20 10:48:22.018 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:22.018 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:22.518 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '136', 'schemeId': '1003', 'verifyCode': '1354', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:22.519 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001018,"msg":"请检查手机号码","data":null}
2022-04-20 10:48:22.519 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.09131
2022-04-20 10:48:22.520 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：10001018
2022-04-20 10:48:22.520 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:22.520 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:22.975 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': '1', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '1354', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:22.975 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"password：密码长度需大于等于8位，并由2项不同类型组成：如数字、大写字母、小写字母、特殊符号","data":null}
2022-04-20 10:48:22.976 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.091295
2022-04-20 10:48:22.976 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:48:22.976 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:22.977 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:23.603 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': '123456789', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '1354', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:23.603 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"password：密码长度需大于等于8位，并由2项不同类型组成：如数字、大写字母、小写字母、特殊符号","data":null}
2022-04-20 10:48:23.603 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.086988
2022-04-20 10:48:23.603 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:48:23.603 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:23.604 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:24.041 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': '', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a123456789', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '1354', 'inchargeArea': '', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:48:24.042 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"invitationCode：must not be blank","data":null}
2022-04-20 10:48:24.042 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.082257
2022-04-20 10:48:24.042 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:48:24.042 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:48:24.042 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:48:24.525 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '1354', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
