2022-04-20 10:47:55.048 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:47:55.048 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001019,"msg":"验证码错误","data":null}
2022-04-20 10:47:55.048 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.096016
2022-04-20 10:47:55.559 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:47:55.559 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001019,"msg":"验证码错误","data":null}
2022-04-20 10:47:55.560 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.122282
2022-04-20 10:47:56.042 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '136', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:47:56.044 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001018,"msg":"请检查手机号码","data":null}
2022-04-20 10:47:56.044 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.084272
2022-04-20 10:47:56.044 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：10001018
2022-04-20 10:47:56.044 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:47:56.044 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:47:56.486 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': '1', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:47:56.486 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"password：密码长度需大于等于8位，并由2项不同类型组成：如数字、大写字母、小写字母、特殊符号","data":null}
2022-04-20 10:47:56.487 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.089783
2022-04-20 10:47:56.487 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:47:56.487 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:47:56.487 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:47:57.087 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': '123456789', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:47:57.087 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"password：密码长度需大于等于8位，并由2项不同类型组成：如数字、大写字母、小写字母、特殊符号","data":null}
2022-04-20 10:47:57.087 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.156703
2022-04-20 10:47:57.087 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:47:57.087 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:47:57.089 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:47:57.510 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': '', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a123456789', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:47:57.511 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"invitationCode：must not be blank","data":null}
2022-04-20 10:47:57.511 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.086967
2022-04-20 10:47:57.512 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:47:57.512 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:47:57.512 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:47:57.937 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '9692', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:47:57.937 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001019,"msg":"验证码错误","data":null}
2022-04-20 10:47:57.938 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.097885
2022-04-20 10:47:59.213 | SUCCESS  | utils.mysql_res:update_sql:104 - --------------------------------------------------更新成功--------------------------------------------------
