2022-04-20 10:51:43.316 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:51:43.317 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":0,"msg":"请求成功","data":null}
2022-04-20 10:51:43.317 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.413457
2022-04-20 10:51:43.317 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：0
2022-04-20 10:51:43.318 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:51:43.318 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:51:43.806 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:51:43.807 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001007,"msg":"手机号只能注册一次","data":null}
2022-04-20 10:51:43.807 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.13947
2022-04-20 10:51:43.807 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：10001007
2022-04-20 10:51:43.808 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:51:43.808 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:51:44.223 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a6865517', 'phone': '136', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:51:44.224 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":10001018,"msg":"请检查手机号码","data":null}
2022-04-20 10:51:44.224 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.085734
2022-04-20 10:51:44.224 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：10001018
2022-04-20 10:51:44.224 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:51:44.224 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:51:44.702 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': '1', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:51:44.703 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"password：密码长度需大于等于8位，并由2项不同类型组成：如数字、大写字母、小写字母、特殊符号","data":null}
2022-04-20 10:51:44.703 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.143763
2022-04-20 10:51:44.703 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:51:44.703 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:51:44.703 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:51:45.145 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': 'YGKJEK', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': '123456789', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '[["110000","110100","110101"]]', 'inchargeAreaName': '北京市,市辖区,东城区'}
2022-04-20 10:51:45.146 | DEBUG    | common.unittestMain:req_assert:76 - 本次执行的测试用例响应内容为：{"busiCode":400,"msg":"password：密码长度需大于等于8位，并由2项不同类型组成：如数字、大写字母、小写字母、特殊符号","data":null}
2022-04-20 10:51:45.146 | INFO     | common.unittestMain:req_assert:79 - 接口响应时间为：0.090982
2022-04-20 10:51:45.146 | INFO     | common.unittestMain:req_assert:81 - busicode与预期一致为：400
2022-04-20 10:51:45.146 | INFO     | common.unittestMain:req_assert:83 - msg与预期一致
2022-04-20 10:51:45.146 | INFO     | common.unittestMain:assert_data:92 - 响应内容与预期一致
2022-04-20 10:51:45.563 | DEBUG    | common.unittestMain:req_assert:75 - 本次执行的测试用例请求内容为：{'invitationCode': '', 'level': 2, 'name': '接口测试', 'parentId': '1427509025808363521', 'password': 'a123456789', 'phone': '13622221111', 'schemeId': '1003', 'verifyCode': '2477', 'inchargeArea': '', 'inchargeAreaName': '北京市,市辖区,东城区'}
